  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.246E-22
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.214E-21
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.182E-20
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.155E-19
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.131E-18
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.112E-17
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.825E-17
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.525E-16
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.326E-15
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.202E-14
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.125E-13
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.778E-13
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.485E-12
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.301E-11
  0.100E+00  0.685E-06  0.325E-06  0.685E-06  0.205E-10
  0.100E+00  0.687E-06  0.327E-06  0.687E-06  0.188E-09
  0.103E+00  0.704E-06  0.341E-06  0.702E-06  0.142E-08
  0.120E+00  0.810E-06  0.431E-06  0.799E-06  0.103E-07
  0.146E+00  0.995E-06  0.607E-06  0.966E-06  0.288E-07
  0.179E+00  0.122E-05  0.845E-06  0.116E-05  0.558E-07
  0.218E+00  0.149E-05  0.116E-05  0.140E-05  0.940E-07
  0.267E+00  0.182E-05  0.159E-05  0.167E-05  0.147E-06
  0.326E+00  0.221E-05  0.214E-05  0.199E-05  0.220E-06
  0.398E+00  0.267E-05  0.284E-05  0.236E-05  0.317E-06
  0.486E+00  0.323E-05  0.372E-05  0.278E-05  0.447E-06
  0.593E+00  0.388E-05  0.480E-05  0.326E-05  0.618E-06
  0.725E+00  0.465E-05  0.605E-05  0.381E-05  0.838E-06
  0.885E+00  0.553E-05  0.747E-05  0.441E-05  0.112E-05
  0.108E+01  0.654E-05  0.901E-05  0.507E-05  0.147E-05
