   10000.0000       8.8599997491247885E-023
   10471.2852       7.2670564521861888E-023
   10964.7822       5.9429749355864611E-023
   11481.5361       4.9992861793677979E-023
   12022.6445       4.2053417504127223E-023
   12589.2539       3.5318206170189440E-023
   13182.5674       2.9556892753120809E-023
   13803.8428       2.5119250897168141E-023
   14454.3975       2.1477383773558425E-023
   15135.6123       1.8309605796012297E-023
   15848.9316       1.5753204819498933E-023
   16595.8691       1.3660326699456997E-023
   17378.0078       1.1874873787581223E-023
   18197.0078       1.0406677062583739E-023
   19054.6074       9.1806556548177098E-024
   19952.6230       8.1479032491378175E-024
   20892.9609       7.2169688073154776E-024
   21877.6172       6.4812309543497888E-024
   22908.6758       5.8200125383495073E-024
   23988.3301       5.2632376884896020E-024
   25118.8652       4.8013508894335515E-024
   26302.6797       4.4254118368128405E-024
   27542.2871       4.1636569342686764E-024
   28840.3145       4.0536021491396828E-024
   30199.5176       4.1623763806757959E-024
   31622.7773       4.6287287477245446E-024
   33113.1133       5.7763431390848385E-024
   34673.6836       8.0712991185031483E-024
   36307.8047       1.2656514389582703E-023
   38018.9414       2.0954595142532779E-023
   39810.7188       3.5525932367018708E-023
   41686.9375       5.9343600879096296E-023
   43651.5820       9.8550558475585679E-023
   45708.8203       1.6177225349748386E-022
   47863.0078       2.5650762044009400E-022
   50118.7227       3.8970469874291786E-022
   52480.7461       5.7234674358607114E-022
   54954.0859       8.1437841840740964E-022
   57543.9922       1.1198087013303731E-021
   60255.9570       1.4938339865666162E-021
   63095.7344       1.9430568783244866E-021
   66069.3438       2.4795235227296350E-021
   69183.0938       3.1375643294186909E-021
   72443.5938       3.9471876170761373E-021
   75857.7578       4.9230494025139219E-021
   79432.8203       6.0989092411828434E-021
   83176.3750       7.5704617141565247E-021
   87096.3594       9.3936261052035695E-021
   91201.0859       1.1677995309599711E-020
   95499.2578       1.4418270213016631E-020
   100000.000       1.7571428013808466E-020
   104712.852       2.1658593843925821E-020
   109647.820       2.6971471562131329E-020
   114815.359       3.2890741196816661E-020
   120226.445       3.9431486092871790E-020
   125892.539       4.6806227188030485E-020
   131825.672       5.4455940512456315E-020
   138038.422       6.3159279075546115E-020
   144543.984       7.3196432328450860E-020
   151356.125       8.3354736191477370E-020
   158489.312       9.4994596436954665E-020
   165958.688       1.0837357244141718E-019
   173780.078       1.2249791924160781E-019
   181970.078       1.3754315181779002E-019
   190546.078       1.5409216105348873E-019
   199526.234       1.7220509592303129E-019
   208929.609       1.9194372933736278E-019
   218776.156       2.1253196595136128E-019
   229086.766       2.3592446657321058E-019
   239883.297       2.5776659203226036E-019
   251188.641       2.7967046717909850E-019
   263026.812       3.0133359108033938E-019
   275422.875       3.2301063260656889E-019
   288403.156       3.4428483447714700E-019
   301995.188       3.6512595615362725E-019
   316227.781       3.8636699543046548E-019
   331131.125       4.0646381725288143E-019
   346736.844       4.2665943484440812E-019
   363078.062       4.4477047651392979E-019
   380189.406       4.6442982890350327E-019
   398107.156       4.8376250305532260E-019
   416869.375       5.0343457424084742E-019
   436515.844       5.2214419917076241E-019
   457088.188       5.4003319978820283E-019
   478630.094       5.5830408939775079E-019
   501187.219       5.7589885121459409E-019
   524807.438       5.9203284464598470E-019
   549540.875       6.0616623705461171E-019
   575439.938       6.1795583193864705E-019
   602559.562       6.2676784963556657E-019
   630957.375       6.3027013301909521E-019
   660693.438       6.2617452199221389E-019
   691831.000       6.1144600154055228E-019
   724435.938       5.8354741084424409E-019
   758577.562       5.4039421023257021E-019
   794328.250       4.8438317295719323E-019
   831763.750       4.1691343732368936E-019
   870963.562       3.4831377050433283E-019
   912010.812       2.8350482237638545E-019
   954992.562       2.2743783237291995E-019
   1000000.00       1.8082353013577302E-019
   1047128.56       1.4192486746157940E-019
   1096478.25       1.1237870268278479E-019
   1148153.62       9.0046229370055328E-020
   1202264.38       7.2149941236297490E-020
   1258925.38       5.7982685819540866E-020
   1318256.75       4.7896351020268171E-020
   1380384.25       3.9750047632210410E-020
   1445439.75       3.3035223930549444E-020
   1513561.25       2.7984615818583676E-020
   1584893.25       2.3843104327326709E-020
   1659586.88       2.0416524352092246E-020
   1737800.88       1.7749975131158241E-020
   1819700.88       1.5676281127521394E-020
   1905460.75       1.3968088306730002E-020
   1995262.38       1.2636851098976122E-020
   2089296.12       1.1508446134785464E-020
   2187761.50       1.0700132842255047E-020
   2290867.75       1.0122944113590959E-020
   2398833.00       9.6875150435984684E-021
   2511886.50       9.4017567555268198E-021
   2630268.00       9.2575479544353590E-021
   2754228.75       9.2471143056858498E-021
   2884031.50       9.3516440314989214E-021
   3019951.75       9.5617753019112066E-021
   3162277.75       9.8639446541823800E-021
   3311311.25       1.0275977868691161E-020
   3467368.50       1.0733436424085875E-020
   3630780.50       1.1244569643159447E-020
   3801894.00       1.1849082781870274E-020
   3981071.75       1.2488751177291234E-020
   4168693.75       1.3114025959808637E-020
   4365158.50       1.3739140777641147E-020
   4570882.00       1.4377572043735248E-020
   4786301.00       1.4987121924391502E-020
   5011872.50       1.5503900549658467E-020
   5248074.50       1.5995988034042328E-020
   5495408.50       1.6294489682902868E-020
   5754399.50       1.6601570723157810E-020
   6025596.00       1.6698426612941284E-020
   6309573.50       1.6600151794631410E-020
   6606934.50       1.6501021309682027E-020
   6918309.50       1.6201635453591484E-020
   7244359.50       1.5693771644823485E-020
   7585776.00       1.5206033803158733E-020
   7943282.50       1.4694816638930814E-020
   8317637.50       1.4103729815583385E-020
   8709636.00       1.3400653715110228E-020
   9120108.00       1.2799849703719732E-020
   9549926.00       1.2200102868789067E-020
   10000000.0       1.1599999631880061E-020
   10471285.0       1.1034457649827242E-020
   10964782.0       1.0442261268620285E-020
   11481536.0       9.9184636852427265E-021
   12022644.0       9.3856585082482480E-021
   12589254.0       9.0268056722042323E-021
   13182567.0       8.6316218876386989E-021
   13803843.0       8.2281337833454246E-021
   14454398.0       7.9121496359363543E-021
   15135612.0       7.8884738524285893E-021
   15848932.0       7.8483788658484678E-021
   16595869.0       7.6709810322926333E-021
   17378008.0       7.4463227823710191E-021
   18197008.0       7.1909350949168618E-021
   19054608.0       6.9431128869945705E-021
   19952624.0       6.7026336848995002E-021
   20892962.0       6.4518769985181506E-021
   21877616.0       6.2251482894313795E-021
   22908676.0       5.9984223550977401E-021
   23988330.0       5.8021216340545142E-021
   25118864.0       5.5971702249164255E-021
   26302680.0       5.4196203225424130E-021
   27542288.0       5.2447951671468453E-021
   28840316.0       5.0853926165517968E-021
   30199518.0       4.9300551716274449E-021
   31622776.0       4.7880262474922597E-021
   33113112.0       4.6590165349138603E-021
   34673684.0       4.5419738749944095E-021
   36307804.0       4.4294951366936527E-021
   38018940.0       4.3189478022769399E-021
   39810716.0       4.2194924281109227E-021
   41686940.0       4.1306187422787419E-021
   43651584.0       4.0421789128854908E-021
   45708820.0       3.9596792284959804E-021
   47863008.0       3.8813452800854367E-021
   50118724.0       3.8094538419612342E-021
   52480748.0       3.7405613184785151E-021
   54954088.0       3.6712855766018949E-021
   57543992.0       3.6090572792643633E-021
   60255960.0       3.5509436028689149E-021
   63095736.0       3.5000760317840550E-021
   66069344.0       3.4406129308600405E-021
   69183096.0       3.3902724567934031E-021
   72443600.0       3.3393771580527894E-021
   75857760.0       3.2906034453148830E-021
   79432824.0       3.2396545032685828E-021
   83176376.0       3.2002487735721903E-021
   87096360.0       3.1500465668900669E-021
   91201080.0       3.1099899355941116E-021
   95499256.0       3.0700069850499039E-021
   100000000.       3.0200000657205915E-021
