0.25,13.484442765031316,14.59313678741455
0.5,17.398735399403026,167.12511022063936
0.75,21.026728886875656,165.99652784526282
1.0,24.62567419008436,174.01291427434896
1.25,27.79655793740551,174.2754358306642
1.5,30.76161099968183,184.27562698503831
1.75,34.0927360286039,199.17499883098967
2.0,37.9133251499463,209.93862468049943
2.25,42.10208189614826,215.73551125338852
2.5,47.12585753378501,230.1974706511024
2.75,51.87814990891806,232.90213979929587
3.0,55.06504151251721,222.0347589491188
3.25,56.49313230463241,203.936661366297
3.5,58.52093633386428,206.372962328568
3.75,61.769017209513166,215.56115970554785
4.0,65.86518492167326,219.0926534575371
4.25,70.78751077989963,222.88549580387505
4.5,77.30256143986877,233.1751661088808
4.75,83.82978073877837,236.79552095572268
5.0,86.4697036540384,223.07648604021892
5.25,86.01066579094021,201.9204904325833
5.5,86.89852050172037,201.81915110253416
5.75,89.68981875925365,209.77967853901558
6.0,94.35255070881762,211.39123220592558
6.25,98.99852419869785,210.0327109881469
6.5,107.90565214248491,220.1399703319301
6.75,116.77081664041954,229.1276633268523
7.0,119.93282335624188,218.97799043116356
7.25,117.41200684546206,202.69478481199027
7.5,113.65805111912569,197.73193978226058
7.75,113.52556226264689,207.29396074779413
8.0,124.86013496207167,255.27705842918127
8.25,115.02450943394776,229.25339712150418
8.5,121.19135588393779,261.9019808903373
8.75,130.08119987091814,319.29786960886764
9.0,123.68065960930824,297.2807157575807
