   7.6259075390401665E-002   695.49103355305806       0.20280951307663656        6.0297680300150365        1.7377379777517443        1.8637848719134997     
   7.6259075390920389E-002   798.53054889798557        5.6346286698387509        92.212551324211120        6.4046331009686144        8.0835205495923201     
   7.6259075386546415E-002   916.83574154052906        35.922677480127362        574.83110356670863        26.451622291649315        35.566939856345094     
   7.6259075386303915E-002   1052.6682769641914        284.68672152864281        4540.0178237997579        151.81552699532506        214.51863989742725     
   7.6259075386064967E-002   1208.6248944275328        952.89669819913058        15171.622162000629        373.68930929008781        556.18960076488827     
   7.6259075385678610E-002   1387.6870495612291        1114.8823176109315        17751.568177015997        319.81826840532722        505.79913573377337     
   7.6259075384880984E-002   1593.2779114413845        832.79292340563302        13270.713809055222        172.45895892895504        293.55385182530517     
   7.6259075384697658E-002   1829.3278040680179        570.78243702278235        9109.4559619932625        82.367309274389882        154.76487846434568     
   7.6259075383762129E-002   2100.3493431198685        384.56128330204928        6166.1640122167673        33.992125184872108        76.674307465738977     
   7.6259075382388408E-002   2411.5237046682350        253.26005251541878        4100.7289164042504        18.799252638944743        43.521765109763251     
   7.6259075381903421E-002   2768.7996748228052        171.95746253577573        2814.8834309348554        10.148577735619501        24.929174148066807     
   7.6259075381912358E-002   3179.0073738475680        117.07925308896529        1945.8619819076259        4.9870586761826434        13.886107241813896     
   7.6259075381919408E-002   3649.9888290487170        78.973836604190126        1342.9836491894775        2.3876643403777797        7.7370297993713741     
   7.6259075381894428E-002   4190.7478924940797        52.109160124142008        918.62384624832305        1.1138682608124528        4.3007742977966128     
   7.6259075381900229E-002   4811.6223695478729        32.859059306548225        615.20957061276249       0.50057060576825707        2.3594646114983782     
   7.6259075381904032E-002   5524.4816488720789        18.874509181162534        395.42071780225280       0.21454120544240973        1.2551583195944702     
   7.6259075381906502E-002   6342.9536120457524        8.6175451341755895        234.81147835484603        8.8566011676917716E-002  0.62677490134340275     
   7.6259075381908681E-002   7282.6851606572745        1.0532043128161899        116.92328430359387        3.8604987994768081E-002  0.27202202395194425     
   7.6259075381909125E-002   8361.6413414303061       -4.5403900910372572        30.270128444653817        2.2796403407696876E-002   7.5427910696225758E-002
   7.6259075381908376E-002   9600.4487878211658       -8.6862962038411311       -33.475711969721544        2.0813726472189722E-002  -2.9880834513036983E-002
   7.6259075381908667E-002   11022.790043732273       -11.776429907752208       -80.558250602535963        2.3279637632281896E-002  -8.2973452770841241E-002
   7.6259075381908653E-002   12655.856307710992       -14.110941087846719       -115.76295103523647        2.6266956732774096E-002 -0.10671757649451660     
   7.6259075381908265E-002   14530.867252842469       -15.920849406620164       -142.77601662300299        2.8435811145887283E-002 -0.11441634675664250     
   7.6259075381908292E-002   16683.667859841549       -17.381472516979045       -164.39745147689422        2.9566138279675570E-002 -0.11369441519572374     
   7.6259075381908070E-002   19155.413673128169       -18.621581965277045       -182.68628776887394        2.9837609730518473E-002 -0.10881801593241205     
   7.6259075381908126E-002   21993.357580073032       -19.731223316844773       -199.08462983444505        2.9507164809157948E-002 -0.10209689167796100     
   7.6259075381908223E-002   25251.753154436803       -20.769448408308914       -214.54034154420040        2.8789767098274889E-002  -9.4731151178955142E-002
   7.6259075381908223E-002   28992.891833411948       -21.771961522000971       -229.62840726652442        2.7833562909957223E-002  -8.7314638151393065E-002
   7.6259075381908153E-002   33288.293756199302       -22.758080365458358       -244.66144961543532        2.6730986288091913E-002  -8.0124564823998795E-002
   7.6259075381908292E-002   38220.075029632375       -23.736422982148909       -259.78004874573912        2.5537540370956707E-002  -7.3280750433463410E-002
   7.6259075381908514E-002   43882.517559155116       -24.709073061165746       -275.01892953569751        2.4287358704250799E-002  -6.6828533320750949E-002
   7.6259075381908514E-002   50383.871455944507       -25.674334522854011       -290.35077565158218        2.3003230506072631E-002  -6.0779504718490113E-002
   7.6259075381908570E-002   57848.424477176159       -26.628390330263375       -305.71267045047534        2.1702129735628330E-002  -5.5130373453614948E-002
   7.6259075381908584E-002   66418.878061358744       -27.566218408662618       -321.02076649014322        2.0397890353868485E-002  -4.9871254973332502E-002
   7.6259075381908653E-002   76259.075381908959       -28.482056460527382       -336.17781413095571        1.9102363930442283E-002  -4.4989159243402008E-002
   7.6259075381908611E-002   87557.133571742525       -29.369616912531480       -351.07674083274526        1.7825863778445247E-002  -4.0469444320427678E-002
   7.6259075381908542E-002   100529.03999828239       -30.222173689992960       -365.60220896824086        1.6577321314173412E-002  -3.6296458121296268E-002
   7.6259075381908459E-002   115422.78133963280       -31.032587025556936       -379.63119848676280        1.5364336701915934E-002  -3.2453887061141662E-002
   7.6259075381908431E-002   132523.08439834218       -31.793299183998162       -393.03313168002057        1.4193235613150635E-002  -2.8924972642544535E-002
   7.6259075381908403E-002   152156.85928389357       -32.496316099554342       -405.66977346898619        1.3069117283138736E-002  -2.5692705664957551E-002
   7.6259075381908403E-002   174699.44902239399       -33.133181213070557       -417.39500299442506        1.1995922020719717E-002  -2.2739996659400383E-002
   7.6259075381908376E-002   200581.80506857167       -33.694943900045047       -428.05449079281738        1.0976528756549165E-002  -2.0049815119356610E-002
   7.6259075381908348E-002   230298.72589586233       -34.172123280650666       -437.48529132265895        1.0012838688183950E-002  -1.7605337774757507E-002
   7.6259075381908376E-002   264418.31616345240       -34.554667597399408       -445.51535145060933        9.1058916668317422E-003  -1.5390054412831035E-002
   7.6259075381908445E-002   303592.84729317587       -34.831909134737401       -451.96293295610695        8.2559577394850821E-003  -1.3387884624751151E-002
   7.6259075381908445E-002   348571.22708021000       -34.992514584073056       -456.63594652047829        7.4626480859505823E-003  -1.1583258075579368E-002
   7.6259075381908445E-002   400213.31672175555       -35.024430730353508       -459.33119478540613        6.7250112197176828E-003  -9.9611903215728794E-003
   7.6259075381908431E-002   459506.36896536243       -34.914825318528877       -459.83352230081204        6.0416376338553865E-003  -8.5073298254136880E-003
   7.6259075381908459E-002   527583.90162846399       -34.650022939664908       -457.91487024544602        5.4107392311848442E-003  -7.2080094503611655E-003
   7.6259075381908459E-002   605747.36729817616       -34.215435754447974       -453.33323378962115        4.8302258167149644E-003  -6.0502804203215006E-003
   9.6004487868960764E-002   695.49103340858346       -1.4465803682010443       -14.724715613290138       0.50360054778316121        1.5759364992040559E-002
   9.6004487857542842E-002   798.53054863170451      -0.88161486131719236       -7.8247150478660812        1.1248280287981105       0.89904043521224741     
   9.6004487857005633E-002   916.83574128225393        1.9540488271262055        27.742032506883337        3.9955555753940084        4.6927755494439758     
   9.6004487846886685E-002   1052.6682765600472        15.900321616728899        203.92655056138406        14.978563425283333        19.442369482074177     
   9.6004487856262977E-002   1208.6248940853409        112.42706268930789        1427.1264771110734        73.806634367405493        101.01447076972545     
   9.6004487856155854E-002   1387.6870491738223        772.33564221173754        9775.9223848697729        370.87685107728259        533.20330029282763     
   9.6004487856344967E-002   1593.2779110163851        1746.3834574799068        22080.084189406080        617.02087604877613        936.34539667684362     
   9.6004487855547382E-002   1829.3278035692533        1642.3818173631071        20770.904677715407        422.87491810765135        684.50456587525002     
   9.6004487855130966E-002   2100.3493425638667        1167.6949532448764        14780.748291252619        215.40102337425208        377.55513494255450     
   9.6004487854305584E-002   2411.5237040525681        797.76379270400241        10116.983535385771        99.249429916989001        195.91739734193362     
   9.6004487854086634E-002   2768.7996741272186        531.23835181511106        6778.5920600215368        41.985583795145061        98.397524717830123     
   9.6004487854213102E-002   3179.0073730527429        354.65171495758943        4567.3866198370661        24.647099595862066        57.752536145164015     
   9.6004487854140688E-002   3649.9888281330454        242.18985263784020        3153.3008594763596        12.606279139371466        32.512872865672961     
   9.6004487854048803E-002   4190.7478914401099        165.00598724070082        2182.9088555534781        6.0674190747775594        18.069792827980667     
   9.6004487854024503E-002   4811.6223683361695        111.08708159927122        1505.9934401620010        2.8314338387071452        10.043415670720314     
   9.6004487854001411E-002   5524.4816474792533        72.854774340194382        1027.0568492011023        1.2636896936220865        5.5474585288534470     
