   1.0000000000000000E-002   1000000.0000000000        5.5123010631957332E-003   2.4372495398304559E-028   1.0437339643288551E-034   3.3596963259509307E-038   3.4040882141033405E-015   5.4517261200766527E-004   6.1172529085129644E-028   8.4839676593772756E-008   7.2272252552462231E-054   6.0575585148799922E-003   6.0574736752068026E-003   2.1264562031992418E-021   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        3.6099442677178534E-004  -2.4438548834141797E-011  -6.8184860948930390E-005   3.1795484878021406E-003  0.17419651738250244        6.4485345083871248E-015   4.3455823785690789E-030  -0.0000000000000000     
   1.1481536214968830E-002   1000000.0000000000        6.3289684284893039E-003   1.8291651859528569E-030   1.3761230950938885E-034   2.8950292389963800E-040   1.7482914453707214E-015   6.2594190881967737E-004   1.5959023380111725E-029   9.7408981927773974E-008   1.2542602902342090E-053   6.9550077462909084E-003   6.9549103373107296E-003   1.8323539648972861E-023   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        4.7588333567336223E-004  -3.2216281681157319E-011  -1.0320196326231264E-004   4.8124413786612783E-003  0.22959170141460369        3.3118758995380293E-015   5.7294832564227763E-030  -0.0000000000000000     
   1.3182567385564075E-002   1000000.0000000000        7.2666280215094295E-003   6.3834177187718747E-033   1.8143290430009649E-034   1.1599874541558048E-042   7.8146442583060671E-016   7.1867746945920993E-004   2.3284615222875761E-031   1.1184047536669809E-007   2.1762031079974731E-053   7.9854173314440058E-003   7.9853054909694212E-003   7.3419210494411027E-026   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        6.2733641401820680E-004  -4.2469330417423485E-011  -1.5620249235637372E-004   7.2839247811126336E-003  0.30259697719622058        1.4803671350722097E-015   7.5539520487492124E-030  -0.0000000000000000     
   1.5135612484362087E-002   1000000.0000000000        8.3432052789667796E-003   9.1610290381228485E-020   2.3920336999667040E-034   1.9113678957592284E-029   2.9778453963391904E-016   8.2515213924840675E-004   1.7432217434426194E-033   1.2841004682207566E-007   3.7748015855415208E-053   9.1684858282620081E-003   9.1683574182154851E-003   1.2097641346744906E-012   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        8.2699045512136724E-004  -5.5985481004750764E-011  -2.3642203933976026E-004   1.1024666285216271E-002  0.39880747485833090        5.6428168460909828E-016   9.9592231840445912E-030  -0.0000000000000000     
   1.7378008287493762E-002   1000000.0000000000        9.5792813559376164E-003   1.0518268666761597E-019   3.1536382628267782E-034   2.5196736084456992E-029   9.4470357655214726E-017   9.4740141696420573E-004   6.0663181207685977E-036   1.4743446029535035E-007   6.5457103541735488E-053   1.0526830207362116E-002   1.0526682772901915E-002   1.5947797225989613E-012   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.0901857401855975E-003  -7.3803237595836129E-011  -3.5783923702092159E-004   1.6686507666244504E-002  0.52559439760477833        1.7915917484664481E-016   1.3130160875940727E-029  -0.0000000000000000     
   1.9952623149688809E-002   1000000.0000000000        1.0998486580157346E-002   8.0885706481724556E-043   4.1576762594565223E-034   2.2247018219712568E-052   2.4219984347489017E-017   1.0877623678988155E-003   8.7598034902929882E-039   1.6927740952154494E-007   1.1346715298025984E-052   1.2086418225465684E-002   1.2086248948056186E-002   1.4080829130473407E-035   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.4371446982777791E-003  -9.7291615287991282E-011  -5.4161160232484636E-004   2.5256051375361407E-002  0.69266796035736555        4.5881127348665817E-017   1.7310469244437299E-029  -0.0000000000000000     
   2.2908676527677748E-002   1000000.0000000000        1.2627952197992525E-002   3.5417024948745151E-047   5.4813116625422093E-034   1.1184384906970240E-056   4.8781782858070068E-018   1.2489183020310739E-003   4.6074963528543464E-042   1.9435647078115899E-007   1.9661399783191990E-052   1.3877064856494380E-002   1.3876870500023604E-002   7.0789447488719857E-040   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        1.8945256827853012E-003  -1.2825532745843236E-010  -8.1976233298233043E-004   3.8226580650261043E-002  0.91281832125055462        9.2409770357185040E-018   2.2821420195427946E-029  -0.0000000000000000     
   2.6302679918953843E-002   1000000.0000000000        1.4498829048214638E-002   3.3652917283991819E-052   7.2262662352745435E-034   1.2201767500113706E-061   7.4380941719381074E-019   1.4339500714307199E-003   7.6007618935223641E-046   2.2315108582146169E-007   3.4053888346299136E-052   1.5933002270731179E-002   1.5932779119645357E-002   7.7228778060075935E-045   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        2.4974712476999068E-003  -1.6907344967783743E-010  -1.2407605001297148E-003   5.7858271132456521E-002   1.2028905618203705        1.4090353694610968E-018   3.0086531901881908E-029  -0.0000000000000000     
   3.0199517204020192E-002   1000000.0000000000        1.6646883079171858E-002   5.5334932478379538E-058   9.5266369988594943E-034   2.3035593797602480E-067   8.2390311522949717E-020   1.6463949675588963E-003   3.3117974467821977E-050   2.5621172733517147E-007   5.8952306675711171E-052   1.8293534258458088E-002   1.8293278046730754E-002   1.4579943117753435E-050   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        3.2923083016312897E-003  -2.2288221434878738E-010  -1.8779670115866723E-003   8.7572037087601806E-002   1.5850673115587932        1.5607608663350158E-019   3.9664116800001235E-029  -0.0000000000000000     
   3.4673685045253200E-002   1000000.0000000000        1.9113179093986393E-002   1.2141535513683721E-064   1.2559199631403214E-033   5.8032815594874061E-074   6.3232266624634001E-021   1.8903143444169905E-003   3.1291374791919135E-055   2.9417042267213223E-007   1.0199686720357238E-051   2.1003787608826055E-002   2.1003493438403385E-002   3.6730772289638178E-057   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        4.3401076040306798E-003  -2.9381598096966470E-010  -2.8424180945791589E-003  0.13254564178241346        2.0885555823106361        1.1978404428039920E-020   5.2290179751169985E-029  -0.0000000000000000     
