  0.9765625000E-002  0.1000000000E+001  0.4889000000E+002  0.1234187694E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.2929687500E-001  0.1000000000E+001  0.4889000000E+002  0.1189970274E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.4882812500E-001  0.1000000000E+001  0.4889000000E+002  0.1004419556E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.6835937500E-001  0.1000000000E+001  0.4889000000E+002 -0.1150566967E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.8789062500E-001  0.1000000000E+001  0.4889000000E+002 -0.3002593210E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.1074218750E+000  0.1000000000E+001  0.4889000000E+002  0.2563201704E-016  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.1269531250E+000  0.1000000000E+001  0.4889000000E+002  0.5550980609E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.1464843750E+000  0.1000000000E+001  0.4889000000E+002  0.4131030820E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.1660156250E+000  0.1000000000E+001  0.4889000000E+002 -0.3928487914E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
  0.1855468750E+000  0.1000000000E+001  0.4889000000E+002 -0.7518593446E-015  0.0000000000E+000  0.5239575396E+002  0.1577340000E+001  0.1577340000E+001  0.0000000000E+000  0.1000000000E+001  0.1000000000E-019  0.1000000000E-019  0.9000000000E-021  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019  0.1000000000E-019
