   100.00000000000000  ,              17.0
   316.22776601683796   ,             17.0
   316.22776601683796   ,     0.0000000000000000
   316.22776601683796   ,             16.0
   1000.0000000000000   ,             16.0
   1000.0000000000000   ,     0.0000000000000000
   1000.0000000000000   ,             6.0
   3162.2776601683795   ,             6.0
   3162.2776601683795   ,     0.0000000000000000
   3162.2776601683795    ,            3.0
   10000.000000000000   ,             3.0
   10000.000000000000   ,     0.0000000000000000
   10000.000000000000   ,             2.0
   31622.776601683792   ,             2.0
   31622.776601683792    ,    0.0000000000000000
   31622.776601683792    ,            0.0
   100000.00000000000   ,             0.0
   100000.00000000000   ,     0.0000000000000000
   100000.00000000000   ,             0
   316227.76601683791   ,             0
   316227.76601683791   ,     0.0000000000000000
   316227.76601683791   ,             0
   1000000.0000000000   ,             0
   1000000.0000000000   ,     0.0000000000000000     
