  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.267E-21
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.232E-20
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.197E-19
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.167E-18
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.142E-17
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.113E-16
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.733E-16
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.457E-15
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.283E-14
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.175E-13
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.109E-12
  0.100E+00  0.686E-05  0.326E-05  0.686E-05  0.675E-12
  0.100E+00  0.686E-05  0.325E-05  0.686E-05  0.420E-11
  0.100E+00  0.686E-05  0.325E-05  0.686E-05  0.261E-10
  0.100E+00  0.686E-05  0.325E-05  0.686E-05  0.167E-09
  0.100E+00  0.687E-05  0.325E-05  0.686E-05  0.126E-08
  0.102E+00  0.691E-05  0.324E-05  0.690E-05  0.824E-08
  0.112E+00  0.721E-05  0.314E-05  0.715E-05  0.630E-07
  0.126E+00  0.759E-05  0.292E-05  0.743E-05  0.155E-06
  0.141E+00  0.785E-05  0.262E-05  0.759E-05  0.257E-06
  0.156E+00  0.798E-05  0.228E-05  0.762E-05  0.365E-06
  0.173E+00  0.799E-05  0.191E-05  0.751E-05  0.479E-06
  0.190E+00  0.787E-05  0.155E-05  0.728E-05  0.595E-06
  0.208E+00  0.763E-05  0.121E-05  0.692E-05  0.712E-06
  0.228E+00  0.728E-05  0.913E-06  0.645E-05  0.827E-06
  0.250E+00  0.683E-05  0.657E-06  0.589E-05  0.938E-06
  0.273E+00  0.630E-05  0.453E-06  0.525E-05  0.104E-05
  0.299E+00  0.572E-05  0.298E-06  0.458E-05  0.115E-05
  0.329E+00  0.513E-05  0.187E-06  0.389E-05  0.124E-05
  0.363E+00  0.456E-05  0.112E-06  0.323E-05  0.133E-05
  0.403E+00  0.403E-05  0.640E-07  0.261E-05  0.142E-05
  0.451E+00  0.356E-05  0.351E-07  0.205E-05  0.151E-05
  0.508E+00  0.317E-05  0.185E-07  0.158E-05  0.159E-05
  0.577E+00  0.287E-05  0.941E-08  0.119E-05  0.168E-05
  0.660E+00  0.264E-05  0.460E-08  0.870E-06  0.177E-05
  0.760E+00  0.248E-05  0.215E-08  0.623E-06  0.185E-05
  0.880E+00  0.236E-05  0.956E-09  0.434E-06  0.193E-05
  0.102E+01  0.228E-05  0.399E-09  0.294E-06  0.199E-05
  0.119E+01  0.223E-05  0.155E-09  0.192E-06  0.204E-05
  0.139E+01  0.219E-05  0.557E-10  0.122E-06  0.207E-05
  0.163E+01  0.216E-05  0.185E-10  0.746E-07  0.208E-05
  0.192E+01  0.213E-05  0.565E-11  0.442E-07  0.209E-05
  0.227E+01  0.211E-05  0.000E+00  0.255E-07  0.209E-05
  0.270E+01  0.210E-05  0.000E+00  0.144E-07  0.209E-05
  0.322E+01  0.211E-05  0.000E+00  0.810E-08  0.210E-05
  0.389E+01  0.214E-05  0.000E+00  0.461E-08  0.213E-05
  0.473E+01  0.220E-05  0.000E+00  0.270E-08  0.220E-05
  0.578E+01  0.230E-05  0.000E+00  0.170E-08  0.230E-05
  0.706E+01  0.245E-05  0.000E+00  0.117E-08  0.245E-05
  0.862E+01  0.266E-05  0.000E+00  0.884E-09  0.266E-05
  0.105E+02  0.292E-05  0.000E+00  0.726E-09  0.292E-05
  0.129E+02  0.326E-05  0.000E+00  0.645E-09  0.326E-05
  0.157E+02  0.367E-05  0.000E+00  0.611E-09  0.367E-05
  0.192E+02  0.418E-05  0.000E+00  0.612E-09  0.418E-05
  0.234E+02  0.481E-05  0.000E+00  0.638E-09  0.480E-05
  0.286E+02  0.557E-05  0.000E+00  0.681E-09  0.557E-05
  0.349E+02  0.653E-05  0.000E+00  0.713E-09  0.653E-05
  0.427E+02  0.772E-05  0.000E+00  0.663E-09  0.772E-05
  0.521E+02  0.924E-05  0.000E+00  0.434E-09  0.924E-05
  0.637E+02  0.112E-04  0.000E+00  0.136E-09  0.112E-04
  0.778E+02  0.136E-04  0.000E+00  0.163E-10  0.136E-04
  0.950E+02  0.163E-04  0.000E+00  0.284E-11  0.163E-04
  0.115E+03  0.187E-04  0.000E+00  0.118E-11  0.187E-04
  0.140E+03  0.217E-04  0.000E+00  0.630E-12  0.217E-04
  0.171E+03  0.260E-04  0.000E+00  0.382E-12  0.260E-04
  0.209E+03  0.312E-04  0.000E+00  0.259E-12  0.312E-04
  0.255E+03  0.371E-04  0.000E+00  0.195E-12  0.371E-04
  0.311E+03  0.438E-04  0.000E+00  0.156E-12  0.438E-04
  0.380E+03  0.512E-04  0.000E+00  0.130E-12  0.512E-04
  0.465E+03  0.595E-04  0.000E+00  0.113E-12  0.595E-04
  0.568E+03  0.686E-04  0.000E+00  0.996E-13  0.686E-04
  0.693E+03  0.787E-04  0.000E+00  0.899E-13  0.787E-04
  0.846E+03  0.898E-04  0.000E+00  0.826E-13  0.898E-04
  0.103E+04  0.102E-03  0.000E+00  0.769E-13  0.102E-03
  0.126E+04  0.116E-03  0.000E+00  0.726E-13  0.116E-03
  0.154E+04  0.130E-03  0.000E+00  0.694E-13  0.130E-03
  0.188E+04  0.146E-03  0.000E+00  0.671E-13  0.146E-03
  0.230E+04  0.163E-03  0.000E+00  0.655E-13  0.163E-03
  0.281E+04  0.182E-03  0.000E+00  0.643E-13  0.182E-03
  0.343E+04  0.201E-03  0.000E+00  0.636E-13  0.201E-03
  0.420E+04  0.221E-03  0.000E+00  0.633E-13  0.221E-03
  0.513E+04  0.242E-03  0.000E+00  0.631E-13  0.242E-03
  0.627E+04  0.264E-03  0.000E+00  0.630E-13  0.264E-03
  0.766E+04  0.286E-03  0.000E+00  0.630E-13  0.286E-03
  0.936E+04  0.308E-03  0.430E-08  0.629E-13  0.308E-03
  0.114E+05  0.329E-03  0.766E-08  0.626E-13  0.329E-03
  0.140E+05  0.350E-03  0.131E-07  0.621E-13  0.350E-03
  0.171E+05  0.370E-03  0.215E-07  0.614E-13  0.370E-03
  0.209E+05  0.388E-03  0.337E-07  0.604E-13  0.388E-03
  0.255E+05  0.403E-03  0.504E-07  0.589E-13  0.403E-03
  0.312E+05  0.416E-03  0.715E-07  0.571E-13  0.416E-03
  0.381E+05  0.426E-03  0.966E-07  0.548E-13  0.426E-03
  0.466E+05  0.432E-03  0.124E-06  0.521E-13  0.432E-03
  0.570E+05  0.435E-03  0.150E-06  0.490E-13  0.435E-03
  0.696E+05  0.434E-03  0.172E-06  0.457E-13  0.434E-03
  0.851E+05  0.429E-03  0.185E-06  0.420E-13  0.429E-03
  0.104E+06  0.420E-03  0.187E-06  0.382E-13  0.420E-03
  0.127E+06  0.406E-03  0.178E-06  0.343E-13  0.406E-03
  0.155E+06  0.388E-03  0.157E-06  0.303E-13  0.388E-03
  0.190E+06  0.364E-03  0.125E-06  0.260E-13  0.364E-03
  0.232E+06  0.333E-03  0.863E-07  0.214E-13  0.333E-03
  0.283E+06  0.296E-03  0.526E-07  0.165E-13  0.296E-03
  0.346E+06  0.253E-03  0.288E-07  0.116E-13  0.253E-03
  0.423E+06  0.204E-03  0.000E+00  0.702E-14  0.204E-03
  0.516E+06  0.151E-03  0.000E+00  0.338E-14  0.151E-03
  0.630E+06  0.999E-04  0.000E+00  0.120E-14  0.999E-04
  0.770E+06  0.566E-04  0.000E+00  0.291E-15  0.566E-04
  0.940E+06  0.263E-04  0.000E+00  0.447E-16  0.263E-04
  0.115E+07  0.942E-05  0.000E+00  0.373E-17  0.942E-05
  0.140E+07  0.242E-05  0.000E+00  0.139E-18  0.242E-05
  0.171E+07  0.430E-06  0.000E+00  0.210E-20  0.430E-06
  0.209E+07  0.524E-07  0.000E+00  0.126E-22  0.524E-07
  0.255E+07  0.435E-08  0.000E+00  0.285E-25  0.435E-08
  0.311E+07  0.244E-09  0.000E+00  0.211E-28  0.244E-09
  0.379E+07  0.925E-11  0.000E+00  0.425E-32  0.925E-11
  0.463E+07  0.238E-12  0.000E+00  0.650E-36  0.238E-12
  0.565E+07  0.414E-14  0.000E+00  0.512E-38  0.414E-14
  0.690E+07  0.486E-16  0.000E+00  0.440E-40  0.486E-16
  0.842E+07  0.380E-18  0.000E+00  0.265E-42  0.380E-18
  0.103E+08  0.194E-20  0.000E+00  0.109E-44  0.194E-20
  0.126E+08  0.631E-23  0.000E+00  0.291E-47  0.631E-23
  0.153E+08  0.128E-25  0.000E+00  0.495E-50  0.128E-25
  0.187E+08  0.157E-28  0.000E+00  0.518E-53  0.157E-28
  0.229E+08  0.114E-31  0.000E+00  0.325E-56  0.114E-31
  0.280E+08  0.478E-35  0.000E+00  0.118E-59  0.478E-35
