  0.3030303030E-001  0.3030303030E-001 -0.2212096099E+000
  0.3030303030E-001  0.6060606061E-001 -0.2505000456E+001
  0.3030303030E-001  0.9090909091E-001 -0.4215582160E+001
  0.3030303030E-001  0.1212121212E+000  0.4919166384E+000
  0.3030303030E-001  0.1515151515E+000 -0.3237552504E+001
  0.3030303030E-001  0.1818181818E+000  0.6909519303E+000
  0.3030303030E-001  0.2121212121E+000 -0.2365066059E+001
  0.3030303030E-001  0.2424242424E+000  0.1609400449E+001
  0.3030303030E-001  0.2727272727E+000 -0.3681037344E+001
  0.3030303030E-001  0.3030303030E+000 -0.4748407722E+001
  0.3030303030E-001  0.3333333333E+000  0.3998103244E+001
  0.3030303030E-001  0.3636363636E+000  0.3754535084E+001
  0.3030303030E-001  0.3939393939E+000 -0.4327990824E+000
  0.3030303030E-001  0.4242424242E+000  0.9849536596E+000
  0.3030303030E-001  0.4545454545E+000 -0.2629290528E+001
  0.3030303030E-001  0.4848484848E+000  0.3987580436E+001
  0.3030303030E-001  0.5151515152E+000 -0.3543072137E+001
  0.3030303030E-001  0.5454545455E+000  0.3003343590E+001
  0.3030303030E-001  0.5757575758E+000 -0.4197078585E+001
  0.3030303030E-001  0.6060606061E+000 -0.2175843276E+000
  0.3030303030E-001  0.6363636364E+000  0.1046715358E+000
  0.3030303030E-001  0.6666666667E+000  0.4695784973E+001
  0.3030303030E-001  0.6969696970E+000  0.2632635626E+001
  0.3030303030E-001  0.7272727273E+000  0.1906977808E+001
  0.3030303030E-001  0.7575757576E+000 -0.2689119775E+001
  0.3030303030E-001  0.7878787879E+000 -0.1965822802E+001
  0.3030303030E-001  0.8181818182E+000  0.3359013973E+001
  0.3030303030E-001  0.8484848485E+000 -0.2839972280E+001
  0.3030303030E-001  0.8787878788E+000  0.3916547133E+001
  0.3030303030E-001  0.9090909091E+000  0.1908227570E+001
  0.3030303030E-001  0.9393939394E+000 -0.3303160515E+001
  0.3030303030E-001  0.9696969697E+000 -0.3499206980E+000
  0.3030303030E-001  0.1000000000E+001  0.4066626407E+001

  0.6060606061E-001  0.3030303030E-001  0.4471021445E+001
  0.6060606061E-001  0.6060606061E-001 -0.2390876050E+001
  0.6060606061E-001  0.9090909091E-001 -0.1007854411E+001
